epoch,train_loss,train_acc,val_loss,val_acc,target_acc_monitor,time_sec
1,0.03405315185461581,0.9891166455231355,0.25231538744550197,0.9353333333333333,0.7545454545454545,132.9787518978119
2,0.020775477501219292,0.9937237096881886,0.26716640206923087,0.9363333333333334,0.7727272727272727,137.33400058746338
3,0.018642416137199802,0.9943246311010215,0.27620767122716644,0.934,0.7694214876033058,140.84769368171692
4,0.02254957216208838,0.9925886359083929,0.2776487265266866,0.9343333333333333,0.7570247933884298,141.54338812828064
5,0.017084355248487657,0.9947252453762436,0.2814535602069615,0.9366666666666666,0.7619834710743801,139.4429862499237
6,0.017003001498392116,0.9942578620551512,0.30286460043815894,0.938,0.759504132231405,141.6854269504547
7,0.014346658893416077,0.9960606262936502,0.28430627643313106,0.9346666666666666,0.7669421487603306,140.98065757751465
8,0.014224124979520044,0.9955932429725579,0.30422884456869603,0.9323333333333333,0.7628099173553718,141.43488669395447
